,fpr,tpr,threshold
0,0.0,0.0,1.999779453288628
1,0.0,0.003003003003003003,0.9997794532886279
2,0.0,0.03903903903903904,0.9985538419596303
3,0.008064516129032258,0.03903903903903904,0.9981597091002713
4,0.008064516129032258,0.2132132132132132,0.9747104105876682
5,0.012096774193548387,0.2132132132132132,0.974681176873414
6,0.012096774193548387,0.22822822822822822,0.973492140172314
7,0.016129032258064516,0.22822822822822822,0.9728704860543405
8,0.016129032258064516,0.3213213213213213,0.9625669838883459
9,0.020161290322580645,0.3213213213213213,0.9616495547987758
10,0.020161290322580645,0.3663663663663664,0.9553870792593493
11,0.028225806451612902,0.3663663663663664,0.9551910161313016
12,0.028225806451612902,0.40540540540540543,0.9510790573057855
13,0.036290322580645164,0.40540540540540543,0.9507592103732396
14,0.036290322580645164,0.48348348348348347,0.9396649010016666
15,0.04032258064516129,0.48348348348348347,0.9396395256044408
16,0.04032258064516129,0.4984984984984985,0.937851304732965
17,0.04435483870967742,0.4984984984984985,0.9374603715275546
18,0.04435483870967742,0.6216216216216216,0.9268265644673414
19,0.04435483870967742,0.6276276276276276,0.9266755454180553
20,0.04435483870967742,0.6486486486486487,0.9234885256899564
21,0.04838709677419355,0.6486486486486487,0.9233548599938194
22,0.04838709677419355,0.6876876876876877,0.9186255923784128
23,0.05241935483870968,0.6876876876876877,0.9177342630589294
24,0.05241935483870968,0.7147147147147147,0.9149977494601111
25,0.056451612903225805,0.7147147147147147,0.9145189757580716
26,0.056451612903225805,0.7207207207207207,0.9130098709972203
27,0.056451612903225805,0.7267267267267268,0.912939011269497
28,0.056451612903225805,0.7447447447447447,0.9112642200119437
29,0.06048387096774194,0.7447447447447447,0.9108337278297276
30,0.06048387096774194,0.7507507507507507,0.9099731202921069
31,0.06451612903225806,0.7507507507507507,0.9097415281057909
32,0.06451612903225806,0.7627627627627628,0.9093308398727125
33,0.06854838709677419,0.7657657657657657,0.9085543290177114
34,0.06854838709677419,0.7717717717717718,0.907010651521289
35,0.07258064516129033,0.7717717717717718,0.9066215137672606
36,0.07258064516129033,0.8078078078078078,0.8978702429188902
37,0.07661290322580645,0.8078078078078078,0.8977169821590858
38,0.08064516129032258,0.8108108108108109,0.8962835825189676
39,0.08064516129032258,0.8318318318318318,0.8929166430692572
40,0.08064516129032258,0.8378378378378378,0.8916095257082852
41,0.08064516129032258,0.8648648648648649,0.88542290020009
42,0.0846774193548387,0.8648648648648649,0.8840970032988981
43,0.0846774193548387,0.8978978978978979,0.8757053344002727
44,0.08870967741935484,0.9069069069069069,0.8747629539127051
45,0.08870967741935484,0.9099099099099099,0.8727716925821148
46,0.0967741935483871,0.9099099099099099,0.8709940641768342
47,0.0967741935483871,0.933933933933934,0.8661765402411772
48,0.10080645161290322,0.933933933933934,0.8644757123749482
49,0.11290322580645161,0.9579579579579579,0.8626477428974776
50,0.11290322580645161,0.972972972972973,0.8516754806547578
51,0.11693548387096774,0.972972972972973,0.8418696296380404
52,0.11693548387096774,1.0,0.7706801332020022
53,0.25,1.0,0.030135173923665354
54,0.25806451612903225,1.0,0.03004035999010545
55,0.31451612903225806,1.0,0.025045208155741024
56,0.33064516129032256,1.0,0.024401518904578128
57,0.3548387096774194,1.0,0.02439831173982105
58,0.38306451612903225,1.0,0.023442711000464418
59,0.3951612903225806,1.0,0.023407477963774383
60,0.4032258064516129,1.0,0.022274137894355974
61,0.4153225806451613,1.0,0.022140725937682224
62,0.41935483870967744,1.0,0.02210257529379286
63,0.4435483870967742,1.0,0.02201325147419255
64,0.45161290322580644,1.0,0.02178949845630307
65,0.49193548387096775,1.0,0.019355669323127413
66,0.5080645161290323,1.0,0.018269815292423948
67,0.532258064516129,1.0,0.018239190486476858
68,0.5403225806451613,1.0,0.017384514307175
69,0.8588709677419355,1.0,0.017121461611296726
70,0.8669354838709677,1.0,0.016343031821384607
71,0.8709677419354839,1.0,0.01630834657742441
72,0.8790322580645161,1.0,0.015376464484939241
73,0.8830645161290323,1.0,0.015138976198378003
74,0.8911290322580645,1.0,0.014617725795620248
75,0.9032258064516129,1.0,0.013527654756021367
76,0.9838709677419355,1.0,0.012694923357125286
77,0.9919354838709677,1.0,0.010037743805445901
78,1.0,1.0,0.009401863650164533
