,mic,chi2,att
151,0.0,3.0716244715810075,uncertainty
152,0.015204689844727115,3.0716244715810075,assumption
153,0.0033697943441686196,2.804556602315998,volatile
154,0.0,2.63031914893617,cautious
155,0.0,1.5207280080889785,dependent
156,0.22569314707112653,420.44723678873044,stable
157,0.001678713787920172,1.5207280080889785,protein
158,0.0,1.5207280080889785,mutant
159,0.010852025856462388,1.5207280080889785,huntingtin
160,0.10915446664482431,242.1320420816699,steady
161,0.027361741951512197,0.11887186354868078,flatten
162,0.0079549120955833,2.2810920121334677,rd
163,0.02988804390278954,197.66872898504323,quarter
164,0.05053677729096018,192.28367155916663,year
165,0.008137796270421882,6.082912032355914,translate
166,0.046066637130561805,172.57816836569697,growth
167,0.058111402740722795,160.065034561547,continue
168,0.0025077023736026494,0.7603640040444892,busy
169,0.0,0.7603640040444892,accessible
170,0.0,0.7603640040444892,capable
171,0.01537496923849635,0.7603640040444892,cortex
172,0.004998352838376352,0.7603640040444892,sensor
173,0.017095803864781933,0.7603640040444892,butter
174,0.0,0.7603640040444892,cogeneration
175,0.0,0.7603640040444892,cedars
176,0.006381477668556901,0.7603640040444892,insert
177,0.0,0.7603640040444892,seaport
178,0.011642635370084475,0.7603640040444892,sinai
179,0.0,0.7603640040444892,cocoa
180,0.054986506575798844,147.57856314772613,business
181,0.020540797714208914,10.392242041295859,reduction
182,0.04515399562710698,127.36125012673199,see
183,0.0,0.5777131619966636,medical
184,0.0,0.020782866854548943,valuable
185,0.0026354043870984167,6.082912032355914,milligram
186,0.029816027146791546,100.18070531752952,think
187,0.032377127017214846,108.2578051264563,remain
188,0.02082099075463484,92.29927145678998,increase
189,0.011963746367197992,82.10941834751958,grow
190,0.006148583144011122,0.6099626284263675,pick
191,0.0,79.79196519434319,revenue
192,0.02470380740796685,2.2810920121334677,roster
193,0.006360238716763167,0.03776178925628726,subcontractors
194,0.003966756796817794,0.03776178925628726,magazines
195,0.0,0.03776178925628726,sensors
196,0.0,1.5207280080889785,npe
197,0.01727790338036228,1.5207280080889785,ground
198,0.0,1.5207280080889785,sweet
199,0.013963911349497149,1.5207280080889785,clinician
200,0.0,1.5207280080889785,carve
201,0.0,1.5207280080889785,chiller
202,0.0,0.3407770738938205,patients
203,0.025776169422176975,73.28765408195164,strong
204,0.011488914051811516,10.57588995553278,maybe
205,0.0,1.0792178054342445,adoption
206,0.01878140437967768,61.237694567156296,go
207,0.006398277667348573,73.9172830171454,market
208,0.03635568028384184,63.30287844006221,million
209,0.020256710009879608,66.37812986672107,over
210,0.011945327255618476,2.2058070607590547,office
211,0.025905151559969752,62.70447783289843,fourth
212,0.023617262497917624,65.74946489546953,margin
213,0.02738948056710999,62.56845349637889,on
214,0.0,3.041456016177957,renewal
215,0.007823496018349863,60.858356463450406,overall
216,0.006975280832388409,0.041565733709097885,curve
217,0.014801659222261065,47.17399523315051,improvement
218,0.0,3.041456016177957,heat
219,0.00754094850288789,53.39828551689473,result
220,0.01016564834817335,52.82422979316329,look
221,0.01276985275781839,0.20912630815175826,seem
222,0.00898362257457408,52.02078197121959,expect
223,0.02577746361371802,49.83596374047595,really
224,0.016936115716215783,49.079991759233366,performance
225,0.001912111135312422,1.5207280080889785,opus
226,0.0,1.5207280080889785,commercials
227,0.0,1.5207280080889785,vintage
228,0.003911961754266002,1.5207280080889785,tobacco
229,0.0,1.5207280080889785,hardwood
230,0.0,1.5207280080889785,aml
231,0.0,1.5207280080889785,microgrid
232,0.0,1.5207280080889785,intervals
233,0.009234900232258703,1.5207280080889785,fire
234,0.01564965978773536,1.5207280080889785,biomass
235,0.013978421537758301,1.5207280080889785,drax
236,0.0,1.5207280080889785,physician
237,0.013317471923278479,1.5207280080889785,uncertainties
238,0.0,1.5207280080889785,performers
239,0.0,23.260972885389904,decline
240,0.009500238096335156,2.2810920121334677,topline
241,0.0,2.2810920121334677,mail
242,0.01225304315090936,49.16739949592819,base
243,0.011978910279195842,0.11887186354868078,attract
244,0.0,0.11887186354868078,catalog
245,0.0,0.11887186354868078,lumpy
246,0.0,24.469300873437597,ratio
247,0.0028973262067941707,49.702823404524224,term
248,0.0,37.57701284999787,some
249,0.004687963376978965,45.35268969878916,dividend
250,0.0,1.0792178054342445,convert
251,0.022859269087594614,45.624656187517076,flow
252,0.010187214718461846,38.481534348554376,sales
253,0.009008299276209275,38.46978311082583,more
254,0.0,42.95131427000991,impact
255,0.011522168021477652,44.71579825032447,last
