,fpr,tpr,threshold
0,0.0,0.0,2.0
1,0.05063291139240506,0.3274956217162872,1.0
2,0.05063291139240506,0.3309982486865149,0.9999999999999716
3,0.05063291139240506,0.3345008756567426,0.9999999999998295
4,0.05485232067510549,0.3345008756567426,0.9999999999996589
5,0.05485232067510549,0.3362521891418564,0.9999999999996305
6,0.06329113924050633,0.3362521891418564,0.9999999999933777
7,0.06329113924050633,0.3415061295971979,0.9999999999652402
8,0.06329113924050633,0.3467600700525394,0.9999999998109672
9,0.06751054852320675,0.3520140105078809,0.9999999997094164
10,0.06751054852320675,0.4010507880910683,0.14433309845860548
11,0.07172995780590717,0.4010507880910683,0.12929743203401683
12,0.07172995780590717,0.4063047285464098,0.0008394848728799454
13,0.0759493670886076,0.4063047285464098,0.0005317564902291393
14,0.0759493670886076,0.4308231173380035,4.3983365330191473e-08
15,0.08016877637130802,0.4308231173380035,4.334024622513533e-08
16,0.08016877637130802,0.4851138353765324,6.780979077796867e-17
17,0.08438818565400844,0.4851138353765324,4.411642128308414e-17
18,0.08438818565400844,0.521891418563923,1.5941689914641952e-20
19,0.08860759493670886,0.521891418563923,1.365381639441924e-20
20,0.08860759493670886,0.532399299474606,4.210089740765804e-21
21,0.08860759493670886,0.5359019264448336,2.1217174675305953e-21
22,0.08860759493670886,0.5394045534150613,1.4608464636010692e-21
23,0.08860759493670886,0.542907180385289,1.3803697160451177e-21
24,0.08860759493670886,0.5464098073555166,1.0662468941586965e-21
25,0.08860759493670886,0.5516637478108581,9.481237105675933e-22
26,0.0970464135021097,0.5516637478108581,4.575673096397012e-22
27,0.0970464135021097,0.553415061295972,3.3911140215091003e-22
28,0.0970464135021097,0.5569176882661997,2.9768905000060986e-22
29,0.0970464135021097,0.5779334500875657,1.6160633481166084e-24
30,0.10548523206751055,0.5779334500875657,7.884441509554314e-25
31,0.10548523206751055,0.5814360770577933,6.37617263583509e-25
32,0.10548523206751055,0.5936952714535902,4.8976396784284053e-26
33,0.10548523206751055,0.5971978984238179,4.535079147396953e-26
34,0.10548523206751055,0.6112084063047285,6.3048541566241106e-27
35,0.10970464135021098,0.6112084063047285,4.591861120648897e-27
36,0.10970464135021098,0.6147110332749562,2.5938116906540576e-27
37,0.11814345991561181,0.6147110332749562,1.160669849890107e-27
38,0.11814345991561181,0.6199649737302977,1.9217606095463032e-28
39,0.12236286919831224,0.6199649737302977,1.915514220625334e-28
40,0.12236286919831224,0.6252189141856392,1.0165753269658325e-29
41,0.12236286919831224,0.6287215411558669,7.8558712218121055e-31
42,0.12236286919831224,0.6322241681260946,4.013352220202953e-31
43,0.12236286919831224,0.6357267950963222,2.2741032393644865e-31
44,0.12658227848101267,0.6357267950963222,1.7932281517298515e-31
45,0.12658227848101267,0.6619964973730298,1.1543224502013131e-32
46,0.1350210970464135,0.6619964973730298,7.688034043699398e-33
47,0.1350210970464135,0.6952714535901926,2.832508599896694e-35
48,0.13924050632911392,0.6952714535901926,2.603169295481845e-35
49,0.13924050632911392,0.6987740805604203,1.8093371409678726e-35
50,0.13924050632911392,0.702276707530648,1.5269620949755827e-35
51,0.13924050632911392,0.7092819614711033,1.5164352112173216e-36
52,0.14345991561181434,0.7092819614711033,1.36389855311799e-36
53,0.14345991561181434,0.7110332749562172,1.0796917011976543e-36
54,0.1518987341772152,0.712784588441331,8.2134862238795e-37
55,0.1518987341772152,0.7180385288966725,5.343617998202005e-37
56,0.15611814345991562,0.7180385288966725,4.179405799108954e-37
57,0.15611814345991562,0.723292469352014,1.0130199772737825e-37
58,0.16033755274261605,0.723292469352014,9.90272015233389e-38
59,0.16033755274261605,0.7250437828371279,2.8608034899044494e-38
60,0.16877637130801687,0.7250437828371279,2.6552724527266033e-38
61,0.16877637130801687,0.7302977232924693,4.107215783325472e-39
62,0.1729957805907173,0.7302977232924693,4.0123244728831537e-39
63,0.1729957805907173,0.7338003502626971,2.555326022432387e-39
64,0.18143459915611815,0.7338003502626971,1.4858638981523473e-39
65,0.18143459915611815,0.7373029772329247,1.0461935993077219e-39
66,0.18565400843881857,0.7373029772329247,6.3783479292108035e-40
67,0.18565400843881857,0.7425569176882661,1.7073822488633649e-40
68,0.189873417721519,0.7425569176882661,1.1673669881238322e-40
69,0.189873417721519,0.7495621716287215,2.994120314401508e-41
70,0.1940928270042194,0.7495621716287215,2.653164973454259e-41
71,0.1940928270042194,0.7548161120840631,1.0364182010716432e-41
72,0.19831223628691982,0.7548161120840631,9.445982039050122e-42
73,0.19831223628691982,0.7583187390542907,7.85713202248135e-42
74,0.20253164556962025,0.7600700525394045,6.742840740158749e-42
75,0.20253164556962025,0.7845884413309983,8.901860802062997e-43
76,0.20675105485232068,0.7845884413309983,8.690729177142943e-43
77,0.20675105485232068,0.7880910683012259,8.18603459486022e-43
78,0.2109704641350211,0.7880910683012259,7.251428276832894e-43
79,0.2109704641350211,0.7950963222416813,5.648503662584187e-43
80,0.2109704641350211,0.7985989492119089,2.831794555745758e-43
81,0.21940928270042195,0.8056042031523643,1.9552360593406167e-43
82,0.21940928270042195,0.8108581436077058,1.4119862228320105e-43
83,0.26582278481012656,0.840630472854641,1.2720584551599978e-43
84,0.26582278481012656,0.8441330998248686,9.949155209243493e-44
85,0.26582278481012656,0.8493870402802102,4.4004312053289735e-44
86,0.26582278481012656,0.8581436077057794,3.993971133103915e-44
87,0.26582278481012656,0.861646234676007,2.3722052078956993e-44
88,0.26582278481012656,0.8651488616462347,9.430342187621676e-45
89,0.270042194092827,0.8651488616462347,8.211415694668103e-45
