,fpr,tpr,threshold
0,0.0,0.0,1.9999999994948643
1,0.0,0.0019193857965451055,0.9999999994948643
2,0.0,0.01727447216890595,0.9999999628197211
3,0.0037313432835820895,0.01727447216890595,0.9999999486944502
4,0.0037313432835820895,0.05758157389635317,0.9999976758114284
5,0.007462686567164179,0.05758157389635317,0.9999975705741503
6,0.007462686567164179,0.08253358925143954,0.9999910832088859
7,0.011194029850746268,0.08253358925143954,0.999990869467957
8,0.011194029850746268,0.18426103646833014,0.9924137563582407
9,0.014925373134328358,0.18426103646833014,0.9923451948188975
10,0.014925373134328358,0.21113243761996162,0.9894768710616706
11,0.022388059701492536,0.21113243761996162,0.9891540748255848
12,0.022388059701492536,0.2495201535508637,0.9836685920075797
13,0.026119402985074626,0.2495201535508637,0.9836654908206461
14,0.026119402985074626,0.2648752399232246,0.9809989519956062
15,0.029850746268656716,0.2648752399232246,0.9809978512835457
16,0.029850746268656716,0.29174664107485604,0.9757700747886207
17,0.033582089552238806,0.29174664107485604,0.9752354944612159
18,0.033582089552238806,0.29750479846449135,0.974744226878445
19,0.03731343283582089,0.29750479846449135,0.9744470977307526
20,0.03731343283582089,0.32437619961612285,0.9698140245634372
21,0.041044776119402986,0.32437619961612285,0.9698133033262867
22,0.041044776119402986,0.3570057581573896,0.9644479658174788
23,0.04477611940298507,0.3570057581573896,0.9641586367364068
24,0.04477611940298507,0.3666026871401152,0.962881487239261
25,0.048507462686567165,0.3666026871401152,0.962194525922171
26,0.048507462686567165,0.3838771593090211,0.956103895960636
27,0.05223880597014925,0.3838771593090211,0.9547154723747056
28,0.05223880597014925,0.39923224568138194,0.9498124598812567
29,0.055970149253731345,0.39923224568138194,0.9493764817738312
30,0.055970149253731345,0.4069097888675624,0.948083411121703
31,0.05970149253731343,0.4069097888675624,0.9479514219390633
32,0.05970149253731343,0.4107485604606526,0.9469851735061984
33,0.06343283582089553,0.4107485604606526,0.9468042994973396
34,0.06343283582089553,0.42034548944337813,0.9434757147870094
35,0.06716417910447761,0.42034548944337813,0.9403135626700072
36,0.06716417910447761,0.42994241842610365,0.9368723503786313
37,0.0708955223880597,0.42994241842610365,0.9368403058881605
38,0.0708955223880597,0.43953934740882916,0.9336345828744929
39,0.07835820895522388,0.43953934740882916,0.93340991602116
40,0.07835820895522388,0.4472168905950096,0.9312521870711709
41,0.08208955223880597,0.4472168905950096,0.9312314313392671
42,0.08208955223880597,0.45297504798464494,0.9274090162957007
43,0.08955223880597014,0.45297504798464494,0.9271097152879676
44,0.08955223880597014,0.46065259117082535,0.9256550820433436
45,0.10074626865671642,0.46065259117082535,0.9220535630258128
46,0.10074626865671642,0.46641074856046066,0.9205952701452466
47,0.1044776119402985,0.46641074856046066,0.9199840486365014
48,0.1044776119402985,0.46833013435700577,0.9184327589252929
49,0.10820895522388059,0.46833013435700577,0.9181091753184879
50,0.10820895522388059,0.4740882917466411,0.9165196396922553
51,0.11194029850746269,0.4740882917466411,0.9157330234126311
52,0.11194029850746269,0.4836852207293666,0.9138236441345134
53,0.11567164179104478,0.4836852207293666,0.9116423258796927
54,0.11567164179104478,0.4856046065259117,0.9109412660910431
55,0.11940298507462686,0.4856046065259117,0.9094426582672208
56,0.11940298507462686,0.5009596928982726,0.9040106812437952
57,0.12313432835820895,0.5009596928982726,0.9023744166991549
58,0.12313432835820895,0.5047984644913628,0.9006234816954996
59,0.12686567164179105,0.5047984644913628,0.9006107014595209
60,0.12686567164179105,0.510556621880998,0.8979531082337701
61,0.13059701492537312,0.510556621880998,0.8972961861225452
62,0.13059701492537312,0.5143953934740882,0.8939478699100508
63,0.13432835820895522,0.5143953934740882,0.8905173701189333
64,0.13432835820895522,0.5163147792706334,0.8901658816058104
65,0.13805970149253732,0.5163147792706334,0.8898117976601092
66,0.13805970149253732,0.5393474088291746,0.8739237869785152
67,0.14925373134328357,0.5393474088291746,0.8717764914632995
68,0.14925373134328357,0.5412667946257198,0.8710450917833473
69,0.15298507462686567,0.5412667946257198,0.8698496151448627
70,0.15298507462686567,0.54510556621881,0.8690241591803846
71,0.15671641791044777,0.54510556621881,0.8668631474174441
72,0.15671641791044777,0.5585412667946257,0.8569407846463744
73,0.16044776119402984,0.5585412667946257,0.8568081438606682
74,0.16044776119402984,0.564299424184261,0.854255886114051
75,0.16417910447761194,0.564299424184261,0.8521841141579044
76,0.16417910447761194,0.5662188099808061,0.8518433367342573
77,0.17164179104477612,0.5662188099808061,0.8486000196570903
78,0.17164179104477612,0.5950095969289827,0.8284738149915981
79,0.1791044776119403,0.5950095969289827,0.8280903975936793
80,0.1791044776119403,0.6007677543186181,0.8210708813685422
81,0.1828358208955224,0.6007677543186181,0.8197168534227246
82,0.1828358208955224,0.6333973128598849,0.7925534329261357
83,0.1865671641791045,0.6333973128598849,0.7904356223401924
84,0.1865671641791045,0.6353166986564299,0.7895801126073966
85,0.20149253731343283,0.6353166986564299,0.7821826207181148
86,0.20149253731343283,0.6391554702495201,0.7773388160586827
87,0.208955223880597,0.6391554702495201,0.7763773392339892
88,0.208955223880597,0.6468330134357005,0.7714144365836125
89,0.2126865671641791,0.6468330134357005,0.7709089490916105
90,0.2126865671641791,0.6487523992322457,0.7680255318601482
91,0.21641791044776118,0.6487523992322457,0.7675102770789751
92,0.21641791044776118,0.6506717850287908,0.7667373650103889
93,0.22014925373134328,0.6506717850287908,0.7662581007858112
94,0.22014925373134328,0.6525911708253359,0.7659969034355949
95,0.23507462686567165,0.6525911708253359,0.7560034819363516
96,0.23507462686567165,0.6583493282149712,0.7484656132150893
97,0.25,0.6583493282149712,0.7433016238237855
98,0.25,0.6602687140115163,0.739052402504664
99,0.2537313432835821,0.6602687140115163,0.7389782417271846
100,0.2537313432835821,0.6621880998080614,0.7385248384932684
101,0.26119402985074625,0.6621880998080614,0.7299899476868486
102,0.26119402985074625,0.6641074856046065,0.7292516702284867
103,0.26865671641791045,0.6641074856046065,0.7210897525942335
104,0.26865671641791045,0.6660268714011516,0.7195611134228699
105,0.27238805970149255,0.6660268714011516,0.7144872626096466
106,0.27238805970149255,0.6698656429942419,0.7094121136690187
107,0.27611940298507465,0.6698656429942419,0.7073151564344103
108,0.27611940298507465,0.6756238003838771,0.7060569341357297
109,0.2835820895522388,0.6756238003838771,0.6961097962815362
110,0.2835820895522388,0.6813819577735125,0.6954547786099039
111,0.2873134328358209,0.6813819577735125,0.6952556994420903
112,0.2873134328358209,0.6871401151631478,0.6934074425590253
113,0.291044776119403,0.6871401151631478,0.6887836106970133
114,0.291044776119403,0.708253358925144,0.6625445571061765
115,0.2947761194029851,0.708253358925144,0.6614953503775169
116,0.2947761194029851,0.7332053742802304,0.637868988584907
117,0.29850746268656714,0.7332053742802304,0.6372029099746789
118,0.29850746268656714,0.744721689059501,0.6257870738113751
119,0.30223880597014924,0.744721689059501,0.6156689213935512
120,0.30223880597014924,0.7485604606525912,0.6091802304337445
121,0.30970149253731344,0.7485604606525912,0.6034909149739908
122,0.30970149253731344,0.7504798464491362,0.5994072643143808
